,geo,text,user,location,created_at
721,,Not alarming at all!!! 😂😂😂😂😂35 Michiganders have died after getting the COVID vaccine — but this stat is less alarm… ,katiewr31413491,NY NY,2021-02-28 21:22:14
722,, Any update on the Herbal Medicine FDA approved for clinical trial on Covid-19 treatment? This is very… ,TheVill60772553,@TheVillage,2021-02-28 21:22:14
723,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",DebandezScott,"North West, England",2021-02-28 21:22:11
724,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,Samana_Siddiqui,Chicago,2021-02-28 21:22:10
725,,"""Rich countries are hoarding #vaccines, poor countries are paying higher prices for them and the central lesson of… ",Nina_Pine,Bay Area via काठमाडौं,2021-02-28 21:22:03
726,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,kevin_txrenokk,"Houston, TX",2021-02-28 21:21:58
727,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,plethora_pinata,"Frisco, TX",2021-02-28 21:21:50
728,,"  Are you a carer? You can now book your #Covid19 vaccine. We know it's been a hard time for every one of you, so pleas…",TriciaInteriors,"Manchester, UK",2021-02-28 21:21:41
729,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,RobRe62,"Milano +45.465556°, +9.190000°",2021-02-28 21:21:38
730,,COVID-19 vaccine ingredients explained  ,daisie12roberts,"England, United Kingdom",2021-02-28 21:21:38
731,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,audispeak,"Providence, RI",2021-02-28 21:21:32
732,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,kfdinews,"Wichita, KS",2021-02-28 21:21:26
733,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,MariaCabadas,Cittá del Messico,2021-02-28 21:21:21
734,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,SneakyKangaroo,,2021-02-28 21:21:21
735,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,hrlcs15812,"Wyncote, PA",2021-02-28 21:21:00
736,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,RichardHanley4,Canada,2021-02-28 21:20:55
737,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,ernieschell,"Ventnor City, NJ - USA",2021-02-28 21:20:55
738,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,SaigonSte,"West Coast, USA",2021-02-28 21:20:38
739,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,WandaMedicare1,,2021-02-28 21:20:14
740,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,JasonLopezII,,2021-02-28 21:20:14
741,,A U.S. advisory panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a third option to bo… ,baltimoresun,"Baltimore, Maryland",2021-02-28 21:20:03
742,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,carolabuckel,"Traverse City, MI",2021-02-28 21:19:59
743,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,ZephyrStone,,2021-02-28 21:19:56
744,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,Venke_Def,India,2021-02-28 21:19:52
745,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,Omlee22,,2021-02-28 21:19:43
746,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,ramforce29,,2021-02-28 21:19:35
747,,  COVID-19 news: CDC OKs Johnson &amp; Johnson vaccine; cases rise; Fauci ,Carmeli33392291,"Napoli, Campania",2021-02-28 21:19:33
748,,"Being a low priority category of the general public, I am in no hurry but Virginia is making sure I get my weekly u… ",N_Konduri,"Washington, DC metro",2021-02-28 21:19:33
749,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,Ashley_Away,,2021-02-28 21:19:31
750,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,Dragonrana_,Center of Hale,2021-02-28 21:19:28
751,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,JenniferReadyTV,"Jacksonville, FL",2021-02-28 21:19:02
752,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,viriyabot,Internet,2021-02-28 21:19:02
753,,"  BREAKING: U.S. approves Johnson &amp; Johnson’s single-dose COVID-19 shot, adding a third vaccine option to the race against the virus.…",Drbwzz,God knows better ,2021-02-28 21:18:57
754,,J&amp;J’s COVID-19 shot gets CDC panel backing; vaccine near shipping ,ValenzuelaPost,"Toronto, Ontario",2021-02-28 21:18:52
755,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,chuxugo,Nigeria,2021-02-28 21:18:51
756,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",cynthiacoia,"West Hartford, CT",2021-02-28 21:18:38
757,," 3,862 vaccine does administered in 🔵 VIC ",migga,Melbourne 🟢 Victoria 🇦🇺,2021-02-28 21:18:35
758,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,PrinceHAK33M,"Negro, Please USA ",2021-02-28 21:18:19
759,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,kimellis9,Texas,2021-02-28 21:18:13
760,,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices (via… ",LynneCantos,"Orlando, FL",2021-02-28 21:18:12
761,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,sdeeng1990,United States,2021-02-28 21:18:11
762,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,CoronaUpdateBot,,2021-02-28 21:18:10
763,,  A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson &amp; Johnson as a…,Aaron14Moore,"Pennsauken, NJ",2021-02-28 21:18:09
764,,"  DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices …",PabloDeGrate,"Mos Eisley, Florida.",2021-02-28 21:18:06
765,,COVID-19 news: CDC OKs Johnson &amp; Johnson vaccine; cases rise; Fauci ,Paul_LeMarinier,Canada,2021-02-28 21:18:05
766,,  J&amp;J's COVID-19 shot gets CDC panel backing; vaccine near shipping  ,zyiteblog,www.zyite.com,2021-02-28 21:18:04
767,,A U.S. Centers for Disease Control and Prevention panel has endorsed the new one-dose COVID-19 vaccine from Johnson… ,AP,Global,2021-02-28 21:18:04
768,,  UPDATE 2-J&amp;J's COVID-19 shot gets CDC panel backing; vaccine near shipping  ,zyiteblog,www.zyite.com,2021-02-28 21:18:04
769,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,AgostinisV,Milano,2021-02-28 21:17:48
770,,The COVID-19 vaccine is safe and effective. It gives you the best protection against coronavirus. ,HpoolCouncil,Hartlepool,2021-02-28 21:17:47
771,,The Latest: Utah cancels vaccine dates for thousands   #TodaysMedicalUpdate #Medicine… ,AJBlackston,"Washington, DC",2021-02-28 21:17:43
772,,J&amp;J's COVID-19 shot gets CDC panel backing; vaccine near shipping  ,ZyiteGadgets,http://www.zyite.com/,2021-02-28 21:17:08
773,,UPDATE 2-J&amp;J's COVID-19 shot gets CDC panel backing; vaccine near shipping  ,ZyiteGadgets,http://www.zyite.com/,2021-02-28 21:17:07
774,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,kittykatoya,Fiji,2021-02-28 21:17:00
775,,"  🗓️ On Friday,  delved into the data behind COVID-19 vaccinations and spotted concerning trends (📸 by …",nickoza1,,2021-02-28 21:16:59
776,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",Zd1CUE5Cd8L0DlN,Malta,2021-02-28 21:16:54
777,,  COVID-19 VACCINE: COVID-19 vaccine appointments are now open for next week at the Kern County Fairgrounds’ mass vaccination c…,blancooooh,"Bakersfield, CA",2021-02-28 21:16:48
778,,"  DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices …",FL4Bernie2020,,2021-02-28 21:16:23
779,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,jean_coonan,,2021-02-28 21:16:20
780,,"DeSantis expands COVID-19 vaccine eligibility to high-risk people under 65 at pharmacies, doctors’ offices ",OrlandoPest1,"Orlando, FL",2021-02-28 21:16:11
781,,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,DelbonoRoberto,"Zone, Lombardia",2021-02-28 21:16:04
782,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,Key2MiddleEast,,2021-02-28 21:15:42
783,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,62_elizay,West Gladstone QLD Australia,2021-02-28 21:15:38
784,,.Any update on the Herbal Medicine FDA approved for clinical trial on Covid-19 treatment? This is very… ,TheVill60772553,@TheVillage,2021-02-28 21:15:27
785,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",ebf10010,,2021-02-28 21:15:20
786,,COVID-19 VACCINE: COVID-19 vaccine appointments are now open for next week at the Kern County Fairgrounds’ mass vac… ,KGETnews,"Bakersfield, CA",2021-02-28 21:15:05
787,,  Three stories to read tonight:🔴New Brazil COVID 'variant of concern' discovered in UK 🔴20 million p…,SlickHammyHammy,Manchester United/ Bradford,2021-02-28 21:14:45
788,, Any update on the Herbal Medicine FDA approved for clinical trial on Covid-19 treatment? This is very… ,TheVill60772553,@TheVillage,2021-02-28 21:14:32
789,,FDA Authorizes Johnson &amp; Johnson's One-Shot COVID-19 Vaccine  #breaking,austinblackbiz,"Austin, TX",2021-02-28 21:14:02
790,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",JennyTrigg1,,2021-02-28 21:13:27
791,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",StockwellThe,"Leicestershire, Uk",2021-02-28 21:13:08
792,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,DanielPrah8,,2021-02-28 21:12:58
793,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,AddoKuffourlord,Tafo,2021-02-28 21:12:49
794,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",WintergreenTer2,,2021-02-28 21:12:49
795,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",concerneddogmom,"Cleveland, OH",2021-02-28 21:12:47
796,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",SHIN_Fafnhir,"Trento, Trentino-Alto Adige",2021-02-28 21:12:32
797,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,fifi_gavin,,2021-02-28 21:12:23
798,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,ay_kaura,"Kaura Namoda, Zamfara State",2021-02-28 21:12:21
799,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",wvpe,"Elkhart, IN",2021-02-28 21:11:52
800,,Tacking COVID-19 vaccine will not alter your DNA – Akufo-Addo ,HypercitiNews,"Kumasi, Ghana",2021-02-28 21:11:45
801,,   Bit of light reading for you: ,steveoxborrow,,2021-02-28 21:11:45
802,,Any update on the Herbal Medicine FDA approved for clinical trial on Covid-19 treatment? This is very important a… ,TheVill60772553,@TheVillage,2021-02-28 21:11:38
803,,"  Australia has marked a major new milestone in the fight against COVID-19, with 300,000 doses of the AstraZeneca vaccine arr…",MunawarSarker,Australia  Bangladesh  UAE UK ,2021-02-28 21:11:31
804,,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…",BonnieSher,"Delmar, NY",2021-02-28 21:11:23
805,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,4holmDarwin,from afar,2021-02-28 21:10:44
806,,"  As mutant COVID variants multiply, the hunt is on for a ‘universal’ kill-all vaccine ",TheTheGrinch7,Mount Crumpit,2021-02-28 21:10:37
807,,  Coronavirus: 'We need this:' Getting COVID-19 vaccine to remote and urban Indigenous populations | CTV News. By end of th…,OxfordNDP,"Oxford, Ontario",2021-02-28 21:10:31
808,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,MagnaManus,Buffalo,2021-02-28 21:10:28
809,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",s9tmt,manchester,2021-02-28 21:10:26
810,,CDC advisers recommend Johnson &amp; Johnson single-dose vaccine; inoculations to start this week ,PittsburghPG,"Pittsburgh, Pa.",2021-02-28 21:10:16
811,,"I still Have Not Received 1st Dose of vaccine !COVID-19: UK reports another 323 coronavirus deaths and 9,985 case… ",MaggieSaleh8,,2021-02-28 21:10:03
812,,J&amp;J's COVID-19 shot gets CDC panel backing; vaccine near shipping - ,newsinvesting,Global,2021-02-28 21:10:02
813,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,moha__barakat,life remains beautiful ,2021-02-28 21:09:53
814,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",actarus1070,Roma,2021-02-28 21:09:26
815,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,MargNeedham,,2021-02-28 21:09:25
816,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,kevin_txrenokk,"Houston, TX",2021-02-28 21:09:11
817,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,Kate_Daugherty1,"Milwaukee, WI",2021-02-28 21:09:10
818,,J&amp;J's COVID-19 shot gets CDC panel backing; vaccine near shipping ,CarlODonnell26,,2021-02-28 21:08:55
819,,"  One Medical, a high-end health care provider, has been allocated thousands of coronavirus vaccine doses by local health department…",2012YesWeWill,,2021-02-28 21:08:51
820,,  🚨Wow ! Teams working around the clock to get the 💉. 👉🏼Friday - FDA panel vote✅👉🏼Saturday- FDA EUA✅👉🏼Sunday- CDC panel…,OncoAlert,Worldwide,2021-02-28 21:08:38
821,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,patrickmajor56,"Calgary, Alberta",2021-02-28 21:08:35
822,,  Anyone who is deemed clinically extremely vulnerable and have been asked by the NHS to shield against COVID-19 can now book…,AbiBrown1,Stoke-on-Trent,2021-02-28 21:08:30
823,,  South Africa has signed an agreement with Johnson &amp; Johnson to secure 11 million COVID-19 vaccine doses and will ease r…,MikeEmmerich,Practicing medicine  🌍,2021-02-28 21:08:26
824,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",LindaLizzies,,2021-02-28 21:08:03
825,,"  'Vaccine' update:  7 Feb Pfizer and AZTotal adverse reactions: 144,197People: 44,635Fatalities: 323 14 Feb…",MELEK7452,"APRIL 7 , 7  NISAN",2021-02-28 21:08:02
826,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,mikylonso,,2021-02-28 21:07:58
827,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,khairudinali01,malaysia,2021-02-28 21:07:54
828,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,ImranAnsari0007,"Here, There, Everywhere",2021-02-28 21:07:09
829,,  Coronavirus: 'We need this:' Getting COVID-19 vaccine to remote and urban Indigenous populations | CTV News. By end of th…,gfKweOnDaRez,,2021-02-28 21:07:01
830,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,MariaLCAb,,2021-02-28 21:07:00
831,,  Thanks for sharing. Here's a link to our most recent article: ,CreakyJoints,New York,2021-02-28 21:07:00
832,,  A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a continued w…,CoronaUpdateBot,,2021-02-28 21:06:46
833,,A new lockdown has been imposed across the West Bank as Palestinians face a fresh surge of coronavirus cases and a… ,SkyNews,"London, UK",2021-02-28 21:06:41
834,,"  Are you currently #shielding? If you’re an adult who has had an official shielding list letter, get booked in for your #Covid19…",GMHealthAcademy,Greater Manchester,2021-02-28 21:06:35
835,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,januarycat,Texas,2021-02-28 21:06:34
836,,CDC panel endorses new one-dose Johnson &amp; Johnson COVID-19 vaccine ,baltsunworld,"Baltimore, Md.",2021-02-28 21:06:20
837,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",ElieGaby,Lebanon,2021-02-28 21:06:20
838,,"With the arrival of the first shipments of coronavirus disease 2019 (Covid-19) vaccine on Sunday, the government is… ",iskonglasalista,Singapore,2021-02-28 21:06:17
839,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,SalimBinHumaidA,"Muscat, Oman",2021-02-28 21:06:15
840,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",marclax3,"Los Angeles, CA",2021-02-28 21:05:58
841,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,juanparza,Everywhere,2021-02-28 21:05:57
842,,"  Covid-19 vaccine update:923,615 people in Wales have now had their first dose of the coronavirus vaccine.96,408 pe…",e_rhian,North Wales,2021-02-28 21:05:53
843,,  This is how the Johnson &amp; Johnson coronavirus vaccine works ,EvanParkMilesW1,"Snellville, GA",2021-02-28 21:05:38
844,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",GoodAppleClub,United States,2021-02-28 21:05:22
845,,  A U.S. Centers for Disease Control and Prevention advisory panel voted on Sunday to recommend Johnson &amp; Johnson's COVID…,LaurenPelley,Toronto,2021-02-28 21:05:14
846,,More than 20 million in Britain get first COVID-19 vaccine dose  ,Reuters,Around the world,2021-02-28 21:05:07
847,,  South Africa has signed an agreement with Johnson &amp; Johnson to secure 11 million COVID-19 vaccine doses and will ease r…,IlonaKickbusch,"Ostermundigen, Bern",2021-02-28 21:05:01
848,,🚨Wow ! Teams working around the clock to get the 💉. 👉🏼Friday - FDA panel vote✅👉🏼Saturday- FDA EUA✅👉🏼Sunday- CDC… ,VivekSubbiah,"Houston, TX",2021-02-28 21:04:41
849,,"  One Medical, a high-end health care provider, has been allocated thousands of coronavirus vaccine doses by local health department…",apexnerd,"Henderson, NV",2021-02-28 21:04:38
850,,  From the gov website:&gt;The vaccine doesn’t stop u getting coronavirus &gt;Do not yet know whether it will stop you from catchi…,KGoaman,,2021-02-28 21:04:12
851,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",kositator,,2021-02-28 21:03:55
852,,Coronavirus: 'We need this:' Getting COVID-19 vaccine to remote and urban Indigenous populations | CTV News. By e… ,solmamakwa,"Sioux Lookout, Ontario",2021-02-28 21:03:46
853,,"""More than two months after the first coronavirus #vaccine shots were distributed in the USA, many states and local… ",intorussian,"Rochester, NY",2021-02-28 21:03:42
854,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",SarahHuffman1,,2021-02-28 21:03:35
855,,"Texas is diverting thousands of COVID-19 vaccine doses away from Dallas County, Judge Jenkins says ",Chris46324660,"Dallas, Texas USA",2021-02-28 21:03:12
856,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",DaveyS3,,2021-02-28 21:02:57
857,,"  A third vaccine is poised to join the fight against Covid-19, and its rollout will be quick, officials say ",TerrenceMyles,"Savannah, Georgia 🇺🇸",2021-02-28 21:02:19
858,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",grizz859,TX,2021-02-28 21:01:31
859,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",Literacy_Lights,"Chicago, IL",2021-02-28 21:01:24
860,,FDA Authorizes Johnson &amp; Johnson's One-Shot COVID-19 Vaccine ,Oogiecatt,ATX,2021-02-28 21:01:23
861,,CDC recommends distribution of Johnson &amp; Johnson COVID-19 vaccine ,TraceyPorpora1,,2021-02-28 21:01:19
862,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",LindaLizzies,,2021-02-28 21:00:57
863,,Please share it with your friends and family to help them as well._#gettested#covid19 #coronavirus #covid… ,gettestd,United States of America,2021-02-28 21:00:46
864,,  More than 20 million people across the UK have received their first COVID-19 vaccine shot as the country makes progress with E…,barber_jeanie,cheshire uk,2021-02-28 21:00:41
865,,18% of US adults now say they've received at least one vaccine dose: 5 survey findingsAbout 55 percent of U.S. ad… ,PharmacyWeek,,2021-02-28 21:00:33
866,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",JoshingMachine2,"Driftveil City, Unova",2021-02-28 21:00:14
867,,  An interesting point by  on  today: he says states’ coronavirus deaths per capita should be look…,Eli_Sherman,"Providence, RI",2021-02-28 21:00:14
868,,A U.S. Centers for Disease Control and Prevention advisory panel voted on Sunday to recommend Johnson &amp; Johnson's C… ,Reuters_Health,,2021-02-28 21:00:09
869,,  More than 20 million in Britain get first COVID-19 vaccine dose  ,barber_jeanie,cheshire uk,2021-02-28 21:00:04
870,,"  Dr. Anthony Fauci, the top U.S. infectious disease official, said on Sunday he would take the newly approved Johnson &amp;…",c_fierrog,México,2021-02-28 20:59:43
871,,South Africa has signed an agreement with Johnson &amp; Johnson to secure 11 million COVID-19 vaccine doses and will ea… ,LeonLidigu,"Nairobi, Kenya",2021-02-28 20:59:37
872,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",cunningrabbit,,2021-02-28 20:59:27
873,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",alixmb9,"Concord, CA",2021-02-28 20:59:24
874,,"As mutant COVID variants multiply, the hunt is on for a ‘universal’ kill-all vaccine ",FortuneMagazine,New York,2021-02-28 20:59:05
875,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",Quoque_Tu_Brute,,2021-02-28 20:58:35
876,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",RexannaKeats,Dual Citizen,2021-02-28 20:57:24
877,,"  Child care providers, many of whom have never stopped caring for children during the coronavirus pandemic, have been an…",SharanLouise,New York City,2021-02-28 20:56:59
878,,ALERT: The CDC committee unanimously voted to recommend usingJohnson &amp; Johnson's Covid-19 vaccine - Global Pandemi… ,GlobalPandemics,WORLDWIDE,2021-02-28 20:56:45
879,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",TaylorKirsch1,United States,2021-02-28 20:56:19
880,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",lumar33,EU SA US,2021-02-28 20:56:04
881,,"  Nigeria expects to take delivery of 3.92 million doses of the Covid-19 vaccine on Tuesday, the third West African country to…",JoanBegley,"Kimberley, South Africa",2021-02-28 20:55:56
882,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",NaeemahDudan,"Johannesburg, South Africa",2021-02-28 20:55:55
883,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",MomSfbr,"Arizona, USA",2021-02-28 20:55:46
884,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",flashgrim,,2021-02-28 20:55:46
885,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",TheThin59129130,,2021-02-28 20:55:31
886,,  1/22. Feb 28 to Mar 06 -Daily #COVID19 epidemic forecasting for 192 countries/territories. Vaccine figures per country in su…,LucRivoire,,2021-02-28 20:55:31
887,,"  Covid-19 vaccine update:923,615 people in Wales have now had their first dose of the coronavirus vaccine.96,408 pe…",WRX_Labour,Wrexham,2021-02-28 20:54:59
888,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",barturtle,,2021-02-28 20:54:25
889,,  An interesting point by  on  today: he says states’ coronavirus deaths per capita should be look…,Eloka51,Nnukwu-Ofia,2021-02-28 20:53:58
890,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",DarekS_100,EU,2021-02-28 20:53:45
891,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",ForensicMHSA,United States,2021-02-28 20:53:36
892,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",pdl1945,"Greeley, CO",2021-02-28 20:53:25
893,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",lesjenkins,Michigan,2021-02-28 20:53:24
894,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",HumbertoZamoraR,"La Paz, BCS",2021-02-28 20:53:23
895,,"  Eight  stores are vaccinating Arizonans age 65+, teachers, child care providers, LTC staff, health workers, an…",FollowMal,"Midwest, USA",2021-02-28 20:53:19
896,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",ditron99,,2021-02-28 20:53:17
897,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",ZoePerdue,Sunnydale,2021-02-28 20:53:15
898,,"  Nigeria expects to take delivery of 3.92 million doses of the Covid-19 vaccine on Tuesday, the third West African country to…",Sophie_Mokoena,South Africa,2021-02-28 20:53:12
899,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",Incomico,En todas partes y ninguna...,2021-02-28 20:53:01
900,,"  BMI isn't a foolproof standard to assess potential health risk factors, but an obesity medicine physician said ""it's a good measur…",KayWorldunite,USA,2021-02-28 20:52:56
901,,"  Britain said more than 20 million people have received their first COVID-19 vaccine shot, raising the prospect of a gradual li…",BlaszczykMm,"Poland, OH",2021-02-28 20:52:56
