,geo,text,user,location,created_at
1251,,"The State of #Qatar has reaffirmed its keenness, since the beginning of the spread of the coronavirus ""Covid-19"", t… ",qatarday,"Doha, Qatar",2021-02-28 19:41:20
1252,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,Nesli_Dror,Ramat Gan,2021-02-28 19:40:51
1253,,  Philippines receives first batch of COVID-19 vaccine donated by China.,_David__L_,,2021-02-28 19:40:44
1254,,"  This is how, in the midst of COVID-19, heroic health workers in Bangladesh managed to vaccinate 36 million children against mea…",Ricky_Tamba,Indonesia (Id),2021-02-28 19:40:40
1255,,COVID-19 vaccine tracker: vaccinations have fallen considerably behind shipments during the last few weeks. Why are… ,kostadimer,,2021-02-28 19:40:28
1256,,Read the latest roundup of COVID-19-related news from : #COVID19 #COVIDVaccine… ,matchRX,"Royal Oak, MI",2021-02-28 19:40:02
1257,,  1/22. Feb 28 to Mar 06 -Daily #COVID19 epidemic forecasting for 192 countries/territories. Vaccine figures per country in su…,elisa_manetti,,2021-02-28 19:39:48
1258,,"  1/9. Today, Feb 28-Mar 06 - 8 additional countries belowDaily #COVID19 Epidemic Forecasting. Vaccine figures per country…",elisa_manetti,,2021-02-28 19:39:41
1259,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,CleophasBar,"Hill Country, Texas",2021-02-28 19:39:29
1260,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",ScottyKBF2,"North West, England",2021-02-28 19:39:06
1261,,US is poised to distribute a third Covid-19 vaccine  via   #retweet #news ,Ric9871Ric,VA,2021-02-28 19:39:05
1262,,"  California’s new COVID-19 vaccine system, operated by Blue Shield, to start Monday--&gt;  via …",CALocalSCZ,,2021-02-28 19:39:01
1263,,  Learn more about Ohio's vaccination program and find answers to your questions ➡  #InThisTogethe…,OneVoiceHSC,"Columbus, OH",2021-02-28 19:38:52
1264,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine  ,Startre72377111,Chicago - Illinois,2021-02-28 19:38:48
1265,,"  A third vaccine is poised to join the fight against Covid-19, and its rollout will be quick, officials say ",WyattSmrchvzM,"Houston, TX",2021-02-28 19:38:30
1266,,  The COVID-19 vaccine is free of charge on the NHS. The NHS will never ask for: ➡️ your bank account or card details ➡️…,Juliefallon7,,2021-02-28 19:38:20
1267,,  The Ohio Department of Health will be hosting two town hall livestream events with information on the COVID-19 vaccine ge…,audrakessler,"Avon, OH",2021-02-28 19:38:19
1268,,  Data reported by Kaiser Family Foundation shows vaccine enthusiasm is growing among Black Americans but access still an i…,ashleanthony,"Dallas, TX",2021-02-28 19:38:14
1269,,"EXCELLENT- South Africa has signed an agreement with Johnson &amp; Johnson to secure 11 million COVID-19 vaccine doses,… ",yodifiji,Lockdown,2021-02-28 19:38:02
1270,,"  Ivory Coast received a shipment of COVID-19 doses from the COVAX vaccine-sharing facility on Friday, becoming the second…",D_Dubem,(ghostmode),2021-02-28 19:38:00
1271,,  A pop-up vaccine clinic will run at the Central Jamia Mosque Rizvia in #Burton on 5 March. Eligible residents can book…,PEBAtkins,"Staffordshire, UK",2021-02-28 19:37:55
1272,,"  If you have a health condition that means you are eligible for the Covid-19 vaccine, or you are an adult carer, the NHS w…",matthewjharmer,"England, United Kingdom",2021-02-28 19:37:53
1273,,"   The FDA said J&amp;J’s vaccine offers strong protection against what matters most: serious illness, hospitalizations and death. One…",BoblovesBBQ,Kansas City,2021-02-28 19:37:34
1274,,  This is how the Johnson &amp; Johnson coronavirus vaccine works ,Char_Mar111,,2021-02-28 19:37:27
1275,,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,gingerliu,Los Angeles/London/Liverpool,2021-02-28 19:37:19
1276,,  Philippines receives first batch of COVID-19 vaccine donated by China.,leemakiyama,"Brussels, across Asia and sometimes D.C.",2021-02-28 19:37:14
1277,,"  BREAKING: U.S. approves Johnson &amp; Johnson’s single-dose COVID-19 shot, adding a third vaccine option to the race against the virus.…",LilBabyAng,New Jersey ,2021-02-28 19:36:43
1278,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",humanconditonwf,"Glasgow, Scotland",2021-02-28 19:36:19
1279,,FDA Authorizes Johnson &amp; Johnson's One-Shot COVID-19 Vaccine #covid19 #vaccination   ,bjmears,,2021-02-28 19:36:03
1280,,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,JordanDaniels_1,"Billingham, England",2021-02-28 19:35:53
1281,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,Beverly21811568,"Maryville, Tennessee",2021-02-28 19:35:52
1282,,  #DYK? You need two #COVID19 mRNA vaccine doses to get the most protection from COVID-19. Time of your second dose will depend o…,mayorisaac,"Lexington, Kentucky",2021-02-28 19:35:30
1283,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",AerialBolero,#Ag #THETA,2021-02-28 19:33:56
1284,,"Texas is diverting thousands of COVID-19 vaccine doses away from Dallas County, Judge Jenkins says #SmartNews  ",cctish,Dallas Texas,2021-02-28 19:33:51
1285,,A Filipino pharmaceutical firm plans to build the country’s first vaccine plant to manufacture coronavirus disease… ,iskonglasalista,Singapore,2021-02-28 19:33:12
1286,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",Mx_Ni,A dystopian country,2021-02-28 19:33:11
1287,,  #Breaking: The FDA has authorized Johnson &amp; Johnson’s COVID-19 vaccine -- making it the third vaccine available for emergency use.…,8507Chloe,Canada,2021-02-28 19:32:46
1288,,  Dr. Bill Smith: The best COVID-19 vaccine is the one you can get the soonest ,lawisejr,"ÜT: 35.911199,-84.060054",2021-02-28 19:32:02
1289,,  Indonesia has authorized a private vaccination stream to run alongside the public one. Companies will be allowed to do vacci…,scarrascopro,"Boston, MA",2021-02-28 19:31:55
1290,,"Volunteer helping Michiganders made appointments for COVID-19 vaccine on how difficult it is to get through: ""I cal… ",clarajanehen,,2021-02-28 19:31:51
1291,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,writersdelite,"Hempstead, NY",2021-02-28 19:31:48
1292,,  CDC advisory panel to vote Sunday on guidance for using J&amp;J's COVID-19 shot  ,pakovgt63,Guatemala,2021-02-28 19:31:32
1293,," About 15% of the population says they’ll “definitely not” take the vaccine, and another 7% don’t wan… ",dhmontgomery,"Minneapolis, MN",2021-02-28 19:31:30
1294,,"  BREAKING: U.S. approves Johnson &amp; Johnson’s single-dose COVID-19 shot, adding a third vaccine option to the race against the virus.…",No21839516,USA,2021-02-28 19:31:17
1295,,  #COVID19 VACCINE UPDATE: Daily figures on the number of people who have received a COVID-19 vaccine in the UK.As of 28 Feb…,AndrewPAshton1,,2021-02-28 19:30:44
1296,,"U.S. authorizes J&amp;J’s COVID-19 vaccine, making it third available ",blithe_cb,"Georgia, USA",2021-02-28 19:30:09
1297,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,LorenMaccario,"North Las Vegas, Nevada",2021-02-28 19:29:40
1298,,"At This Early Stage of the COVID-19 Vaccine Roll-Out, Most Older Adults Have Not Yet Been Vaccinated As Supply Rema… ",HealthPolicyNew,Global,2021-02-28 19:29:33
1299,,Coronavirus (Covid-19) Vaccine Tracker: 2021-03-01▏||        ▕ 29.0% +0.7 United Kingdom▏|         ▕ 14.5% +0.4… ,covid_vaccine_,World,2021-02-28 19:29:24
1300,,"  BREAKING: U.S. approves Johnson &amp; Johnson’s single-dose COVID-19 shot, adding a third vaccine option to the race against the virus.…",Powerful66,"California, USA",2021-02-28 19:28:51
1301,,  Little light reading for you...,JackieC5225,london ,2021-02-28 19:28:45
1302,,Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine  ,New_Narrative,On the road,2021-02-28 19:28:22
1303,,COVID-19 vaccine production ramps up as US hits daily high ,NgospelMedia,Nigeria,2021-02-28 19:28:07
1304,,  40/-Coronavirus data has already disappeared after Trump administration shifted control from CDC to Caputo at HHSAnd now👇…,carrybeyond,,2021-02-28 19:27:49
1305,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,ruslandzhebr,"Wien, Österreich",2021-02-28 19:27:39
1306,,  Dr. Bill Smith: The best COVID-19 vaccine is the one you can get the soonest ,Skankbones2,United States,2021-02-28 19:27:31
1307,,Coronavirus (Covid-19) Vaccine Tracker: 2021-03-01▏          ▕ 0.0% +0.0 Trinidad and Tobago▏          ▕ 8.1% +0… ,covid_vaccine_,World,2021-02-28 19:27:24
1308,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,MindyForMA,"Amherst, Pelham, Granby, MA",2021-02-28 19:27:22
1309,,"  The Victorian government will hold a royal commission into Crown Resorts Melbourne casino, gaming minister Melissa Horne…",AmandaEverall2,"Hamilton Hill, Perth (WA)",2021-02-28 19:27:04
1310,,More than 20 million in Britain get first COVID-19 vaccine dose  #UK #Britain #London… ,KulpaBart,"London, UK",2021-02-28 19:26:35
1311,,"  Update to Pfizer and Oxford side effects, Reports: 22 Feb Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197O…",fulltoss,,2021-02-28 19:26:23
1312,,"  If you've had the COVID-19 vaccine, it's vital that you continue to follow social distancing guidance.Read the latest guidance…",BrutonSurgery,,2021-02-28 19:25:54
1313,,Coronavirus (Covid-19) Vaccine Tracker: 2021-03-01▏          ▕ 0.1% +0.0 South Africa▏          ▕ 0.0% +0.0 Sout… ,covid_vaccine_,World,2021-02-28 19:25:24
1314,,  83K more COVID-19 shots given in Illinois as positivity rate nears all-time low  …,Coolpic3,Splatsville,2021-02-28 19:25:19
1315,,"  ""Dallas County has received [doses] from the federal government, but the state has shorted us 56,000 doses,"" Judge Clay Jenkins s…",JayceeHobbs,North Texas,2021-02-28 19:25:08
1316,,Dr. Bill Smith: The best COVID-19 vaccine is the one you can get the soonest ,wbir,"Knoxville, TN",2021-02-28 19:25:05
1317,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,Janalaine1,,2021-02-28 19:24:48
1318,,  NC is ranked #1 in the US for vaccinations of adults over 65. Way to go NC!I am so proud of our vaccine providers acro…,KateRockLitChik,"Chapel Hill, NC",2021-02-28 19:24:35
1319,,  Hoax text and email messages are circulating asking people to follow a web-link to book and pay for #COVID19 vaccination…,fishtrish1,Liversedge ,2021-02-28 19:24:35
1320,,"   For your edification,  but then again, perhaps these tables are too difficult for…",JustWatchMe14,,2021-02-28 19:24:20
1321,,  Vaccine acceptance.More than half of U.S. adults (55%) now say they have already received at least one dose of the #COV…,CatchTheBaby,"Silicon Valley, California",2021-02-28 19:24:06
1322,,  CDC advisory panel to vote Sunday on guidance for using J&amp;J's COVID-19 shot  ,CMQuinn45,,2021-02-28 19:23:58
1323,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,StevoB06,,2021-02-28 19:23:43
1324,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,pdl1945,"Greeley, CO",2021-02-28 19:23:43
1325,,  Premier  again playing politics with #COVID19 😰On #vaccines learn from  working collaboratively wit…,monikainfer,España,2021-02-28 19:23:17
1326,,  website.   no info on clinics or when LTC staff and essentials w… ,etravelnut,Sarnia,2021-02-28 19:22:36
1327,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,alraivilla2789,Zamboanga City,2021-02-28 19:22:34
1328,,  : “Parkland Center for Clinical Innovation says if we can get the state doses back and keep the federal programs g…,kevinrtipple,North Texas,2021-02-28 19:22:09
1329,,"Texas is diverting thousands of COVID-19 vaccine doses away from Dallas County, Judge Jenkins says -… ",TheRadioTFI,"Queens, NY - Worldwide",2021-02-28 19:22:07
1330,,  Three stories to read tonight:🔴New Brazil COVID 'variant of concern' discovered in UK 🔴20 million p…,LouHedges,Wherever I am right now...,2021-02-28 19:21:32
1331,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,England20124,"Augusta, ME",2021-02-28 19:21:21
1332,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,HowieChamberla1,,2021-02-28 19:21:17
1333,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,cordeli26997805,"Monterey, CA",2021-02-28 19:21:16
1334,,  CDC advisory panel to vote Sunday on guidance for using J&amp;J's COVID-19 shot  ,northstarofmine,,2021-02-28 19:21:11
1335,,  More than 20 million people across the UK have received their first COVID-19 vaccine shot as the country makes progress with E…,MJCBrennan, #Jabs&Jobs,2021-02-28 19:21:07
1336,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,HRHAdeyemiAdams,"Dallas, TX",2021-02-28 19:21:00
1337,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,RowenaGreen,,2021-02-28 19:20:55
1338,,  : “Parkland Center for Clinical Innovation says if we can get the state doses back and keep the federal programs g…,kevinrtipple,North Texas,2021-02-28 19:20:54
1339,,"As new cases rise, #DrFauci says easing restrictions 'is really risky'; Senate gets $1.9B stimulus package: Live co… ",Trazlersgal,"iPhone: 0.000000,0.000000",2021-02-28 19:20:44
1340,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,moronalertnow,All Over,2021-02-28 19:20:36
1341,,  CDC advisory panel to vote Sunday on guidance for using J&amp;J's COVID-19 shot  ,Elmano_sadino,,2021-02-28 19:20:24
1342,,"  PFIZER VACCINE SIDE EFFECTS 💉❌Pfizer:  Reactions:  77,207    Blindness:  9    Deaths: 197Oxford: Reactions: 114,625…",NannaIlopaa,"Helsinki, Suomi",2021-02-28 19:20:21
1343,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,LauraHennesse11,,2021-02-28 19:20:16
1344,,"  More than 20 million people across the United Kingdom have now received their first COVID-19 vaccine shot, data showed…",RowenaGreen,,2021-02-28 19:19:55
1345,,  Covid-19 is a serious disease. Vaccination gives you the best protection against it and the #Covid19 vaccines are safe a…,graciealvarez,"JED, MNL, LDN",2021-02-28 19:19:53
1346,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,mccuebillie,"Olympia, WA",2021-02-28 19:19:49
1347,,: “Parkland Center for Clinical Innovation says if we can get the state doses back and keep the federal progr… ,PCCInnovation,"Dallas, TX",2021-02-28 19:19:48
1348,,COVID-19: Single-dose Johnson &amp; Johnson coronavirus vaccine cleared in the US More meltdown… ,MartinCo8256,United Kingdom,2021-02-28 19:19:21
1349,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,Dennislwanga,"Kampala, Uganda",2021-02-28 19:19:10
1350,,  More than 20 million people across the UK have received their first COVID-19 vaccine shot as the country makes progress with E…,Bexbel,Guildford England,2021-02-28 19:19:08
1351,,  Fauci warns against complacency as COVID-19 cases begin to plateau despite vaccine. ,SocialDistant_1,AMERICA ,2021-02-28 19:18:24
